SUB	ITEM	critical_word	condition	position	SUM_3RT_trimmed	FullSentence
1513292417	124	leather	MC	9	770	Her new skirt was made out of black leather
1513292417	125	laugh	MC	9	821	The coach of our team always made me laugh
1513292417	126	dice	MC	12	929	They weren't able to play Monopoly, because they had lost the dice
1513292417	127	wet	MC	10	904	He didn't drive home because the roads were getting wet
1513292417	128	dress	MC	10	943	In her bedroom, she was looking for her black dress
1513292417	129	wool	MC	9	868	The elderly shepherd sold a large amount of wool
1513292417	130	sneeze	MC	8	653	This powder might make you itch or sneeze
1513292417	131	hotel	MC	13	873	For the wedding reception, they were supposed to meet at a nice hotel
1513292417	132	kiss	MC	12	996.7874934	Emma bragged to her friends that she had gotten her first kiss
1513292417	133	doctor	MC	11	650	The young woman was inspired by the scientist and the doctor
1513292417	134	squid	MC	10	777	The group of scientists was attacked by a giant squid
1513292417	135	band	MC	12	719	On her eighteenth birthday her parents got her tickets see the band
1513292417	136	hose	MC	10	856	Outside in the back yard, they needed a long hose
1513292417	137	goal	MC	10	860	Their team never won, because they never got a goal
1513292417	138	soap	MC	10	824	The janitor decided to purchase a new brand of soap
1513292417	139	spoon	MC	12	771	Mike was searching around in the kitchen for a small metal spoon
1513292417	140	pumpkin	MC	8	793	For the pie, they bought a large pumpkin
1513292417	141	library	MC	11	682	To get some peace and quiet he went to the library
1513292417	142	leaves	MC	6	791	The breeze lifted all the leaves
1513292417	143	gloves	MC	7	746	The trainee used the thick rubber gloves
1513292417	144	cell	MC	9	788	The scientists were extracting the DNA from a cell
1513292417	145	puddle	MC	10	820	The steam from her shower collected in a big puddle
1513292417	146	flour	MC	12	874	The chef dumped out the measuring cup that was filled with flour
1513292417	5	couch	HC	11	836	Lauren turned on the TV and flopped down on the couch
1513292417	6	zoo	HC	12	686	To see the exotic animals, we took the children to the zoo
1513292417	7	stump	HC	12	713	After cutting down the tree, all that was left was a stump
1513292417	8	drought	HC	9	1104.323474	The lake had dried up after last year's drought
1513292417	9	small	HC	11	753	They didn't rent the apartment because the kitchen was too small
1513292417	10	eyes	HC	10	766	Melissa was crying, and we saw tears in her eyes
1513292417	11	bread	HC	9	792	Laurence got some yeast to bake his own bread
1513292417	12	loud	HC	11	782	I had to go inside because the jackhammer was very loud
1513292417	13	rain	HC	10	873	She brought an umbrella to protect her from the rain
1513292417	14	cure	HC	10	1053	The disease is fatal as there is no known cure
1513292417	15	proud	HC	9	710	The parents of the awarded athlete felt very proud
1513292417	16	brake	HC	9	732	Instead of the accelerator, Maria stepped on the brake
1513292417	17	speech	HC	11	877	The politician stood at the podium and gave a long speech
1513292417	18	hacker	HC	8	805	The passwords were stolen by a brilliant hacker
1513292417	19	truth	HC	11	991	There's no need to lie, you can tell me the truth
1513292417	20	cake	HC	11	905	The birthday boy didn't want frosting on his slice of cake
1513292417	21	lunch	HC	11	766	He didn't eat breakfast, and he forgot to pack his lunch
1513292417	22	memory	HC	12	733	Ben was great at remembering numbers because he had a good memory
1513292417	23	pigs	HC	10	762	In the story, the wolf chased the three little pigs
1513292417	24	axe	HC	9	734	The lumberjack chopped down the tree with his axe
1513292417	25	cocoon	HC	11	656	In a few weeks, the butterfly will emerge from the cocoon
1513292417	26	pilot	HC	13	868	On the plane, Timmy went up to the cockpit to meet the pilot
1513292417	27	stove	HC	8	826	The hot pan was bubbling on the stove
1513292417	28	salad	HC	10	985	He bought the lettuce and croutons to make a salad
1513292417	29	iron	HC	10	948	I smoothed out the wrinkled pants with the new iron
1513292417	30	cart	HC	9	712	At Costco, the toddler wanted to push the cart
1513292417	31	gravy	HC	9	778	On the mashed potatoes she poured a delicious gravy
1513292417	32	floor	HC	8	724	Before mopping, he had to sweep the floor
1513292417	33	milk	HC	8	618	The dairy cow produced a lot of milk
1513292417	34	napkin	HC	12	618	The burgers were messy, so he made sure to grab a napkin
1513292417	35	clock	HC	11	631	Above the doorway, he heard the ticking of the old clock
1513292417	36	eat	HC	10	644	Her fridge was empty, and she had nothing to eat
1513292417	37	bath	HC	10	936	Instead of a shower, she decided to take a bath
1513292417	38	racket	HC	10	831	The tennis player firmly gripped the handle of his racket
1513292417	39	bowl	HC	9	660	Jan poured the milk and cereal into her bowl
1513292417	40	vanilla	HC	12	580	At the ice cream shop, Jen asked for both chocolate and vanilla
1513292417	41	truck	HC	12	1003	Ben unloaded the bags of cement from the back of the truck
1513292417	42	shark	HC	9	761	The swimmer was attacked by a great white shark
1513292417	43	lanes	HC	9	824	The wide highway downtown has more than six lanes
1513292417	44	glasses	HC	10	990	Her vision was terrible, and she has to wear glasses
1513292417	45	pulse	HC	12	684	When the paramedic arrived, he checked the victim's wrist for a pulse
1513292417	46	sail	HC	14	821	The wind couldn't push the boat because it had a tear in the sail
1513292417	47	circle	HC	10	894	At storytime, the preschoolers have to sit in a circle
1513292417	48	sharp	HC	10	925	It could cut easily because the blade was very sharp
1513292417	49	lawyer	HC	11	793	When the company sued him, he decided to hire a lawyer
1513292417	50	south	HC	10	829	Lines of longitude go from the north to the south
1513292417	51	barking	HC	9	844	The neighborhood dog always kept her awake by barking
1513292417	52	pillow	HC	11	848	The tooth fairy was supposed to leave money under her pillow
1513292417	53	muscle	HC	11	925	Before the weight lifting tournament, he needed to build some muscle
1513292417	54	net	HC	9	628	The volleyball shot barely made it over the net
1513292417	55	carrot	HC	10	725	In the cartoon, Bugs Bunny was munching on a carrot
1513292417	56	yarn	HC	9	836	The kitten was playing with a ball of yarn
1513292417	57	ballet	HC	12	1011	The girl bought a pink tutu because she wanted to learn ballet
1513292417	58	school	HC	9	854	To educate the children, they built a new school
1513292417	59	balloon	HC	10	807	The man used the helium to inflate the red balloon
1513292417	60	wine	HC	10	797	At the vineyard, he bought a fancy bottle of wine
1513292417	61	rice	HC	10	716	To make sushi, she carefully boiled the grains of rice
1513292417	62	plane	HC	11	765	The airport was crowded, and the passengers couldn't board the plane
1513292417	63	short	HC	11	747	He couldn't reach the high shelf because he was very short
1513292417	64	spider	HC	9	871	The web had been spun by the large spider
1513292417	65	bomb	HC	10	877	Following his orders, the terrorist threatened to drop the bomb
1513292417	66	farm	HC	9	978	Old McDonald had plenty of animals on his farm
1513292417	67	heavy	HC	11	884	The child couldn't carry the luggage because it was too heavy
1513292417	68	wedding	HC	10	908	The bride refused to invite her father to the wedding
1513292417	69	sentence	HC	12	730	Susan forgot to put a period at the end of the sentence
1513292417	70	light	HC	12	761	It was dark in the bedroom, so she turned on the light
1513292417	71	tree	HC	10	800	The tiny maple sapling has grown into a large tree
1513292417	72	paper	HC	12	803	The student opened his notebook and pulled out a piece of paper
1513292417	73	rake	HC	10	582	He gathered the leaves into a pile using a rake
1513292417	74	scroll	HC	9	1009	To read the prophecy, he unrolled the ancient scroll
1513293485	5	couch	LC	11	1414	Before painting, the contractors laid down a tarp on the couch
1513293485	6	zoo	LC	12	1248	Jennifer asked a close friend if they could go to the zoo
1513293485	7	stump	LC	12	1471	Behind the storage shed, there were some dead branches and a stump
1513293485	8	drought	LC	9	1437	They started filming a documentary about last year's drought
1513293485	9	small	LC	11	1911	She decided not to apply because the college was too small
1513293485	10	eyes	LC	10	1887	Her new wallpaper was the same color as her eyes
1513293485	11	bread	LC	9	2192	Laurence woke up early to make his own bread
1513293485	12	loud	LC	11	2200	She saw her coworker at the bar, who was very loud
1513293485	13	rain	LC	10	1603	She arrived late because she got stuck in the rain
1513293485	14	cure	LC	10	1920	We heard that the remote island has no known cure
1513293485	15	proud	LC	9	1584	After his final chemo treatment, he felt very proud
1513293485	16	brake	LC	9	1337	We were surprised when Maria stepped on the brake
1513293485	17	speech	LC	11	1496	Hamilton and his coworkers were chatting together after the long speech
1513293485	18	hacker	LC	8	1128	The software was designed by a brilliant hacker
1513293485	19	truth	LC	11	1648	The police officer was unsure if he could find the truth
1513293485	20	cake	LC	11	1208	My wife said that she didn't like that kind of cake
1513293485	21	lunch	LC	11	1558	He was late because he had to pick up his lunch
1513293485	22	memory	LC	12	2080	Ben was always an excellent employee because he had a good memory
1513293485	23	pigs	LC	10	1504	Bill checked outside, but he didn't see the little pigs
1513293485	24	axe	LC	9	1447	My father scared away the burglars with his axe
1513293485	25	cocoon	LC	11	1632	The biologist used the microscope to see inside of the cocoon
1513293485	26	pilot	LC	13	1855	When we were told we had to evacuate, we listened to the pilot
1513293485	27	stove	LC	8	1684	Jan wasn't able to turn on the stove
1513293485	28	salad	LC	10	2551.529433	On the last day, he decided to make a salad
1513293485	29	iron	LC	10	1805	I saw some steam coming out of the new iron
1513293485	30	cart	LC	9	1296	At work, the assistant needed to find the cart
1513293485	31	gravy	LC	9	1880	The restaurant was famous for making a delicious gravy
1513293485	32	floor	LC	8	1608	After the party the butler cleaned the floor
1513293485	33	milk	LC	8	1328	The local farmers produced a lot of milk
1513293485	34	napkin	LC	12	1320	When he was walking past the kitchen he accidentally dropped a napkin
1513293485	35	clock	LC	11	1311	After their trip, they replaced the battery in the old clock
1513293485	36	eat	LC	10	1479	My cousin was bored, and she had nothing to eat
1513293485	37	bath	LC	10	2008	That weekend, their interior decorator helped them install a bath
1513293485	38	racket	LC	10	1623	The crowd watched as the man picked up his racket
1513293485	39	bowl	LC	9	1856	Jan was walking and she accidentally dropped her bowl
1513293485	40	vanilla	LC	12	1087	He walked down to the supermarket to buy milk, flour, and vanilla
1513293485	41	truck	LC	12	1280	Ben was being so violent that he tried to smash the truck
1513293485	42	shark	LC	9	1153	Earlier, the dock worker saw a beautiful white shark
1513293485	43	lanes	LC	9	1425	The marathon runners will cross more than six lanes
1513293485	44	glasses	LC	10	1560	Her mother was adamant that she has to wear glasses
1513293485	45	pulse	LC	12	1600	When the detective arrived at the scene, he looked for a pulse
1513293485	46	sail	LC	14	1526	The team had to work for hours to fix the tear in the sail
1513293485	47	circle	LC	10	1660	All of the fifth-graders had to get in a circle
1513293485	48	sharp	LC	10	2528	His mom sternly warned him because it was very sharp
1513293485	49	lawyer	LC	11	1204	When he crashed his car, he decided to call a lawyer
1513293485	50	south	LC	10	2551.529433	On their long vacation, the family traveled to the south
1513293485	51	barking	LC	9	1464	They knew that Harry kept her awake by barking
1513293485	52	pillow	LC	11	1110	When her wallet was missing, she found it under her pillow
1513293485	53	muscle	LC	11	2160	After arriving at the campus, he wanted to build some muscle
1513293485	54	net	LC	9	1288	Samantha and Karen suspected it was under the net
1513293485	55	carrot	LC	10	1527	In the door of his refrigerator he found a carrot
1513293485	56	yarn	LC	9	1129	Emily had trouble finding the right color of yarn
1513293485	57	ballet	LC	12	1696	The girl was extremely excited that she was going to learn ballet
1513293485	58	school	LC	9	1072	After the horrible flood they built a new school
1513293485	59	balloon	LC	10	1366	The woman at the store was buying the red balloon
1513293485	60	wine	LC	10	1456	At the market, he bought a new type of wine
1513293485	61	rice	LC	10	1896	In the kitchen, she accidentally spilled a bunch of rice
1513293485	62	plane	LC	11	1751	After a three hour wait, the men could see the plane
1513293485	63	short	LC	11	1448	The parents were worried about Jason because he was very short
1513293485	64	spider	LC	9	1336	My husband was trying to catch the large spider
1513293485	65	bomb	LC	10	1424	Jonathan was shocked that they decided to use the bomb
1513293485	66	farm	LC	9	1668	My uncle is installing solar panels on his farm
1513293485	67	heavy	LC	11	1624	The hikers didn't buy the tent because it was too heavy
1513293485	68	wedding	LC	10	1344	The lazy teenager didn't want to go to the wedding
1513293485	69	sentence	LC	12	1952	The substitute teacher was pretty impressed by the length of the sentence
1513293485	70	light	LC	12	1439	You can damage your vision if you keep staring at the light
1513293485	71	tree	LC	10	1372	Joan and her decorator decided to add a large tree
1513293485	72	paper	LC	12	2305	The two researchers working in the clinical program needed lots of paper
1513293485	73	rake	LC	10	1344	He tried to scare off the animal using a rake
1513293485	74	scroll	LC	9	1486	The pair of thieves recently stole the ancient scroll
1513293485	149	farmer	MC	11	1345	After returning home from the big city, Jim became a farmer
1513293485	150	frame	MC	10	2112	The burglar stole the painting but left the elegant frame
1513293485	151	border	MC	10	2697.978857	There were lots of intimidating guards stationed at the border
1513293485	152	beak	MC	12	2532	The bald eagle was trying to attack the hunters using its beak
1513293485	153	drink	MC	9	1288	At the restaurant, he didn't want anything to drink
1513293485	154	mountain	MC	9	1832	The couple camped near the side of the mountain
1513293485	155	tent	MC	9	1344	The kids at summer camp slept in the tent
1513293485	156	valley	MC	9	1328	The team discovered the fertile crops in a valley
1513293485	157	calf	MC	8	1561	The farmer gave milk to the brown calf
1513293485	158	candy	MC	10	1835	While touring the factory, Bill sampled several pieces of candy
1513293485	159	overdose	MC	7	1544	They used naloxone to treat an overdose
1513293485	160	voice	MC	11	1224	Before the cameras started rolling, the actress suddenly lost her voice
1513293485	161	sale	MC	9	1184	He spent lots of money at the annual sale
1513293485	162	bow	MC	9	1457	While facing the target, he picked up his bow
1513293485	163	snake	MC	10	1249	He had never been bitten by that type of snake
1513293485	164	stool	MC	9	1320	During timeout, Suzie had to sit on a stool
1513293485	165	shaking	MC	9	1728	They fled in fear when the house started shaking
1513293485	166	art	MC	10	1700	Even though she's blind, she appreciates many types of art
1513293485	167	ideas	MC	10	1408	The consultant said that he had run out of ideas
1513293485	168	insulin	MC	8	2304	She brought the needle to inject some insulin
1513293485	169	cross	MC	8	1265	The nuns were praying beside the wooden cross
1513293485	170	yearbook	MC	12	1864	In high school, I wrote my boyfriend a message in his yearbook
1513293485	171	attic	MC	11	1613	There were a lot of old clothes stored in the attic
1513293485	172	fly	MC	11	1200	When it's locked in a cage, it can no longer fly
1513293485	173	compass	MC	10	1529	My brother always carried a pocket knife and a compass
1513293485	174	hockey	MC	12	2328	My brother got his teeth knocked out while trying to play hockey
1513293485	175	bloom	MC	12	1980	The weather's been so nice that the plants have started to bloom
1513293485	176	air	MC	9	1516	The factory built expensive machines to filter the air
1513293485	177	diaper	MC	10	2160	Before leaving the driveway, my wife checked the baby's diaper
1513293485	178	fruit	MC	8	1419	The farmers were selling a lot of fruit
1513293485	179	wood	MC	11	1311	To repair the cabinet, he needed several different types of wood
1513293485	180	dove	MC	11	1533	Perched up on the powerline he saw a small, white dove
1513293485	181	font	MC	12	1721	Brenda is the editor, and she recently decided to switch the font
1513293485	182	radio	MC	12	1473	The woman learned some news about the approaching hurricane on the radio
1513293485	183	island	MC	13	1820	The rescue workers recently found an old hermit living alone on the island
1513293485	184	night	MC	10	1307	To keep their relationship secret, they usually meet at night
1513293485	185	flower	MC	11	1410	As an anniversary gift, she received a rare kind of flower
1513293485	186	spell	MC	9	1272	The students at Hogwarts had trouble understanding the spell
1513293485	187	stripes	MC	10	2007	It's easy to recognize a bumblebee because of its stripes
1513293485	188	sleep	MC	10	1232	My nephew told us that he didn't want to sleep
1513293485	189	sign	MC	11	1359	On their country drive, they had trouble seeing the small sign
1513293485	190	coin	MC	13	1952	Because it was rare, he could get some money from selling the coin
1513293485	191	hand	MC	12	1279	I couldn't finish writing, because there was something wrong with my hand
1513293485	192	soda	MC	10	1384	They were out of lemonade, so instead they drank soda
1513293485	193	needle	MC	11	1932	The woman accidentally poked herself with the tip of the needle
1513293485	194	choir	MC	7	1473	Every Easter, they heard the church choir
1513293485	195	bees	MC	9	1127	She is deathly allergic to those types of bees
1513293485	196	chalk	MC	13	1216	After decades, the instructor decided to switch to a new brand of chalk
1513293485	197	elves	MC	10	1952	His children thought the games were made by the elves
1513293485	198	skin	MC	10	1352	The chemicals floating in the water can damage your skin
1513293485	199	sugar	MC	10	2421	My wife didn't notice that I added some more sugar
1513293485	200	siren	MC	11	1152	When Dennis got closer to the intersection he heard the siren
1513293485	201	shield	MC	11	1888	In the warrior's tomb, the team discovered a large wooden shield
1513293485	202	party	MC	9	1024	On the last day, there was a huge party
1513293485	203	court	MC	10	1664	Susan was angry at Eric and took him to court
1513293485	204	tea	MC	11	1290	At the breakfast buffet, the conference was serving coffee and tea
1513293485	205	lipstick	MC	12	2088	At the premier, she wore a black dress and some red lipstick
1513293485	206	banana	MC	9	1768	Because of fruit flies, he threw away the banana
1513293485	207	nest	MC	11	2120	Up in the poplar tree, the stray cat found a nest
1513293485	208	murder	MC	11	1472	Our son was innocent and shouldn't have been arrested for murder
1513293485	209	crown	MC	10	1592	On the king's nightstand, the men saw a golden crown
1513293485	210	army	MC	7	1536	George chose not to join the army
1513293485	211	neck	MC	12	300	Of all the animals, the flamingo is known for its long neck
1513293485	212	keys	MC	10	1376	As she rushed out, she forgot to take her keys
1513293485	213	chess	MC	8	1289	The two Russians played another round of chess
1513293485	214	poison	MC	11	2697.978857	They were finally able to solve the mouse problem with poison
1513293485	215	gold	MC	11	1375	The miners were able to extract lots of iron and gold
1513293485	216	sour	MC	10	1736	She spat out the fruit because it was too sour
1513293485	217	blood	MC	9	1168	The cafeteria in the prison was covered in blood
1513293485	218	quiet	MC	12	1720	The group of people sitting in the concert hall was very quiet
1513293485	77	wish	HC	9	1343	Then, the genie granted his third and final wish
1513293485	78	witch	HC	12	1190	The kids thought that the scary old woman was probably a witch
1513293485	79	cave	HC	11	1296	The biologist knew that there were bats living in the cave
1513293485	80	teeth	HC	10	1222	The dentist was teaching Emma how to clean her teeth
1513293485	81	juice	HC	12	1457	He usually eats a whole orange rather than just drinking the juice
1513293485	82	tooth	HC	10	1297	He made a dentist appointment to extract his broken tooth
1513293485	83	election	HC	9	1441	The senator campaigned in order to win the election
1513293485	84	haircut	HC	8	1480	The barber gave Brian a nice looking haircut
1513293485	85	liar	HC	12	1352	Because Peter never told the truth, everyone knew he was a liar
1513293485	86	oven	HC	9	1628	Jack forgot about the cookies baking in the oven
1513293485	87	vote	HC	11	1414	In the election, people younger than eighteen aren't allowed to vote
1513293485	88	throat	HC	10	1680	The pill I just swallowed is stuck in my throat
1513293485	89	bleach	HC	11	1648	To wash your clothes whiter, you should add a little bleach
1513293485	90	rope	HC	12	1464	The climbers and guide were attached to each other by a rope
1513293485	91	ring	HC	10	1432	Before proposing to his girlfriend he would need a ring
1513293485	92	lawn	HC	9	1280	The owner paid the children to mow the lawn
1513293485	93	pool	HC	10	1739	The gym won't let me swim in their heated pool
1513293485	94	relief	HC	12	1279	During her painful headache, she took a Tylenol to get some relief
1513293485	95	ink	HC	9	1504	His green pen had just run out of ink
1513293485	96	dry	HC	9	1728	My wife hangs the wet clothes outside to dry
1513293485	97	desk	HC	13	1433	Late at the office, Victor can always be found sitting at his desk
1513293485	98	camp	HC	9	1064	The boy scouts hurried back to set up camp
1513293485	99	desert	HC	10	1895	Camels can travel across the hot sands of the desert
1513293485	100	bed	HC	11	1280	I asked the maid to change the sheets on the bed
1513293485	101	igloo	HC	12	1568	Using ice and snow, the traditional Eskimo family built a small igloo
1513293485	102	boring	HC	10	1952	Because the work was repetitive, he thought it was boring
1513293485	103	veil	HC	8	1344	The bride covered her face with a veil
1513293485	104	vase	HC	11	1080	To display the roses, Katie put them in an expensive vase
1513293485	105	business	HC	10	1751	They got a loan to start their own small business
1513293485	106	chimney	HC	11	1836	Santa lands on the roof and comes down through the chimney
1513293485	107	card	HC	9	1720	The cashier asked the customer to swipe his card
1513293485	108	narrow	HC	12	1328	They had to walk single file because the path was too narrow
1513293485	109	stage	HC	11	1431	The audience shouted ""boo!"" until the actor walked off the stage
1513293485	110	paint	HC	11	1588	The artist dipped her brush into a fresh can of paint
1513293485	111	jelly	HC	11	1020	She smothered the sandwich with peanut butter and lots of jelly
1513293485	112	knife	HC	9	2008	They were cutting the cake using a silver knife
1513293485	113	shelf	HC	7	1144	Sarah pulled the book off the shelf
1513293485	114	grace	HC	10	1384	Before eating dinner, the family held hands to say grace
1513293485	115	word	HC	10	1391	The old couple sat together without speaking a single word
1513293485	116	stain	HC	11	1504	Even the professional dry cleaner wasn't able to remove the stain
1513293485	117	sisters	HC	11	1688	She was the youngest out of all her brothers and sisters
1513293485	118	tusks	HC	10	1619	Elephants are often hunted for the ivory in their tusks
1513293485	119	password	HC	9	1152	The website login asks for my username and password
1513293485	120	suit	HC	12	1968	To look good at the funeral, he needed to buy a suit
1513293485	121	potato	HC	10	1560	She added chives and sour cream to the baked potato
1513293485	122	gallon	HC	9	1388	Gasoline usually costs about three dollars for a gallon
1513293485	123	coffee	HC	10	1304	Melissa asks for decaf when ordering her cup of coffee
1513293485	124	leather	HC	9	1440	The motorcycle jacket was made out of black leather
1513293485	125	laugh	HC	9	2168	The birthday card was funny and made me laugh
1513293485	126	dice	HC	12	1975	To take her turn at Monopoly, Helen rolled both of the dice
1513293485	127	wet	HC	10	1447	The woman would need a raincoat to avoid getting wet
1513293485	128	dress	HC	10	1197	Maria thought she looked great in her little black dress
1513293485	129	wool	HC	9	1474	Shearing the sheep produced a large amount of wool
1513293485	130	sneeze	HC	8	1536	Germs are spread when people cough or sneeze
1513293485	131	hotel	HC	13	1527	For their anniversary in Seattle, they booked a room at a nice hotel
1513293485	132	kiss	HC	12	1544	The curse could only be broken by her true love's first kiss
1513293485	133	doctor	HC	11	1364	My medical records are accessible to the nurse and the doctor
1513293485	134	squid	HC	10	1175	The creature was either an octopus or a giant squid
1513293485	135	band	HC	12	1671	Jenna loved playing the guitar, so she decided to join the band
1513293485	136	hose	HC	10	1176	To water the huge garden, they needed a long hose
1513293485	137	goal	HC	10	1224	The soccer team celebrated after their player scored a goal
1513293485	138	soap	HC	10	2144	In the shower, he accidentally dropped the bar of soap
1513293485	139	spoon	HC	12	1320	After the meal, she ate her sundae with a small metal spoon
1513293485	140	pumpkin	HC	8	1335	For Halloween, they were carving a large pumpkin
1513293485	141	library	HC	11	1279	Because it was overdue, Billy returned the book to the library
1513293485	142	leaves	HC	6	1072	Bill raked up all the leaves
1513293485	143	gloves	HC	7	2221.655936	The doctor wore the sterile rubber gloves
1513293485	144	cell	HC	9	1968	DNA is housed within the nucleus of a cell
1513293485	145	puddle	HC	10	1151	The water from her umbrella collected in a big puddle
1513293485	146	flour	HC	12	1956	To keep the dough from sticking, she dusted her hands with flour
1513295595	77	wish	LC	9	865	The young boy had forgotten about his final wish
1513295595	78	witch	LC	12	776	She decided that she shouldn't write a children's story about a witch
1513295595	79	cave	LC	11	681	The police knew that there were people living in the cave
1513295595	80	teeth	LC	10	1112	The nanny reminded my sister to look after her teeth
1513295595	81	juice	LC	12	920	The elderly man started to choke and sputter while drinking the juice
1513295595	82	tooth	LC	10	832	After some discussion, they decided to remove the broken tooth
1513295595	83	election	LC	9	593	My roommate needed to learn more about the election
1513295595	84	haircut	LC	8	1079	We noticed Brian had a nice looking haircut
1513295595	85	liar	LC	12	616	When Peter got out of prison, everyone knew he was a liar
1513295595	86	oven	LC	9	1047	Jack remembered that he needed to clean the oven
1513295595	87	vote	LC	11	616	On some campuses, many of the students don't want to vote
1513295595	88	throat	LC	10	784	The doctor isn't able to do anything about my throat
1513295595	89	bleach	LC	11	703	To prepare the next sample, you should add a little bleach
1513295595	90	rope	LC	12	928	When Jeff went to the sports equipment store, he bought a rope
1513295595	91	ring	LC	10	608	After receiving her paycheck she wanted to buy a ring
1513295595	92	lawn	LC	9	632	We saw the man walking barefoot across the lawn
1513295595	93	pool	LC	10	856	The men said that I shouldn't approach the heated pool
1513295595	94	relief	LC	12	666	She decided they should take an extended vacation to get some relief
1513295595	95	ink	LC	9	591	The supply cabinet had just run out of ink
1513295595	96	dry	LC	9	730	The driver was waiting for the car to dry
1513295595	97	desk	LC	13	691	When I came home yesterday, I saw that Victor was fixing his desk
1513295595	98	camp	LC	9	608	We watched my nephew try to set up camp
1513295595	99	desert	LC	10	905	The young students learned some interesting facts about the desert
1513295595	100	bed	LC	11	640	There was a large pile of dirty towels on the bed
1513295595	101	igloo	LC	12	849	The shivering family was huddled in the shelter of a small igloo
1513295595	102	boring	LC	10	841	He visited the catacombs, and he thought it was boring
1513295595	103	veil	LC	8	743	The seamstress sewed two sheets and a veil
1513295595	104	vase	LC	11	696	The young couple paid lots of money for the expensive vase
1513295595	105	business	LC	10	816	They needed some land to build their own small business
1513295595	106	chimney	LC	11	728	Every Spring, my family cleans out the basement and the chimney
1513295595	107	card	LC	9	1023	At security, the guards needed to inspect his card
1513295595	108	narrow	LC	12	1339.94466	They decided not to go rafting because the river was too narrow
1513295595	109	stage	LC	11	783	When we walked inside, we all saw Johnathan on the stage
1513295595	110	paint	LC	11	752	Erica had always wanted to try a new type of paint
1513295595	111	jelly	LC	11	695	At Costco, she bought some crisp apples and lots of jelly
1513295595	112	knife	LC	9	831	When my grandfather died, I inherited a silver knife
1513295595	113	shelf	LC	7	760	Sarah noticed the mouse on the shelf
1513295595	114	grace	LC	10	720	Timmy listened to hear if the men would say grace
1513295595	115	word	LC	10	621	During his stay, the visitor only used a single word
1513295595	116	stain	LC	11	599	During the wedding reception, all of the guests noticed the stain
1513295595	117	sisters	LC	11	1040	She was always rude and obnoxious around her teachers and sisters
1513295595	118	tusks	LC	10	1240	The smugglers could not find a buyer for their tusks
1513295595	119	password	LC	9	799	Tim's classmate tried to steal his phone and password
1513295595	120	suit	LC	12	1129	Because he's visiting his grandma soon, he needed to buy a suit
1513295595	121	potato	LC	10	647	The waiter recommended the seafood linguini or the baked potato
1513295595	122	gallon	LC	9	720	The store always charged too much for a gallon
1513295595	123	coffee	LC	10	624	Melissa has difficulty when she's picking a type of coffee
1513295595	124	leather	LC	9	704	For her project, she bought lots of black leather
1513295595	125	laugh	LC	9	1088	My supervisor and coworkers have never seen me laugh
1513295595	126	dice	LC	12	808	While cleaning out the cluttered closet, Helen found both of the dice
1513295595	127	wet	LC	10	879	He doesn't run very often because he hates getting wet
1513295595	128	dress	LC	10	759	When she moved away, my girlfriend sold the black dress
1513295595	129	wool	LC	9	944	The new factory produced a large amount of wool
1513295595	130	sneeze	LC	8	655	People always notice when I laugh or sneeze
1513295595	131	hotel	LC	13	928	The investment banker was supposed to meet his client at a nice hotel
1513295595	132	kiss	LC	12	969	She didn't want to make a judgement based on the first kiss
1513295595	133	doctor	LC	11	833	She had to be interviewed by the lawyer and the doctor
1513295595	134	squid	LC	10	752	The museum display had some pictures of a giant squid
1513295595	135	band	LC	12	1064	After several rounds of auditions, she never heard back from the band
1513295595	136	hose	LC	10	793	Over at the loading dock, they needed a long hose
1513295595	137	goal	LC	10	695	He knew that it was important to have a goal
1513295595	138	soap	LC	10	974	He forgot to stock up on that type of soap
1513295595	139	spoon	LC	12	769	At the flea market in Sacramento he bought a small metal spoon
1513295595	140	pumpkin	LC	8	711	Before the party, they bought a large pumpkin
1513295595	141	library	LC	11	609	After finishing up at the store, they went to the library
1513295595	142	leaves	LC	6	624	Watson gathered up all the leaves
1513295595	143	gloves	LC	7	664	The child carried the black rubber gloves
1513295595	144	cell	LC	9	593	In his textbook, there's a drawing of a cell
1513295595	145	puddle	LC	10	776	The drinks that they didn't finish made a big puddle
1513295595	146	flour	LC	12	703	At the end of the day, her clothes were covered with flour
1513295595	5	couch	MC	11	672	They were worried that the cat would tear up the couch
1513295595	6	zoo	MC	12	705	To see the pretty horses, we took the children to the zoo
1513295595	7	stump	MC	12	664	They had to hire the landscapers, to help them remove a stump
1513295595	8	drought	MC	9	751	They mortgaged all their land after last year's drought
1513295595	9	small	MC	11	723	They didn't buy the convertible because the engine was too small
1513295595	10	eyes	MC	10	761	During the checkup, the doctor looked carefully into her eyes
1513295595	11	bread	MC	9	864	Laurence needed some advice before baking his own bread
1513295595	12	loud	MC	11	640	The kid who was playing on the playground was very loud
1513295595	13	rain	MC	10	864	She brought a jacket to protect her from the rain
1513295595	14	cure	MC	10	752	This danger is real and there is no known cure
1513295595	15	proud	MC	9	783	The owner of the Italian restaurant felt very proud
1513295595	16	brake	MC	9	702	My passengers jumped when I stepped on the brake
1513295595	17	speech	MC	11	810	Hamilton didn't have the patience to sit through the long speech
1513295595	18	hacker	MC	8	1207.488423	The security experts were arresting a brilliant hacker
1513295595	19	truth	MC	11	1049	My friend at the office refused to tell me the truth
